interaction_id,investor_id,agent_id,date,outcome,objections_raised,duration_sec,sentiment
int_b0db9a8a,inv_c2f40f33,agt_114,2025-10-15,Rejected,"[""Competitor has zero commission"", ""Past returns negative""]",71,Firm
int_e211c0be,inv_9d05d6c2,agt_114,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",132,Firm
int_3115595e,inv_43e215f6,agt_100,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",268,Curious
int_138bf6dd,inv_17657d48,agt_102,2025-10-15,Rejected,"[""Competitor has zero commission""]",154,Firm
int_95b966b5,inv_dfabb178,agt_104,2025-10-15,Follow-Up,"[""Market is high"", ""Past returns negative"", ""Send details on WhatsApp""]",597,Busy
int_7c0bed1b,inv_0dbe00f7,agt_107,2025-10-15,Rejected,"[""Need to ask family"", ""Past returns negative""]",68,Annoyed
int_0053d03b,inv_7587bdaf,agt_114,2025-10-15,Rejected,"[""Need to ask family""]",83,Firm
int_0f88a62a,inv_3b6d04e7,agt_114,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",42,Frustrated
int_0f7aadd5,inv_2dda669f,agt_101,2025-10-15,Rejected,"[""Market is high""]",82,Skeptical
int_5fcfd384,inv_f230e3b0,agt_105,2025-10-15,Converted,"[""Need to ask family""]",1129,Relieved
int_819dcff6,inv_3d5f86ef,agt_109,2025-10-15,Rejected,"[""EMI pressure"", ""Past returns negative""]",107,Skeptical
int_3f37b077,inv_9e1daeba,agt_118,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",45,Frustrated
int_7a0a28df,inv_af19f45a,agt_111,2025-10-15,Rejected,"[""Need to ask family""]",211,Annoyed
int_90f023a6,inv_5f961d6d,agt_103,2025-10-15,Converted,"[""Initial hesitation resolved""]",611,Enthusiastic
int_2b7b1245,inv_64615090,agt_106,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",43,Frustrated
int_362adb7b,inv_59a8c534,agt_117,2025-10-15,Converted,"[""Initial hesitation resolved""]",662,Trusting
int_5f026245,inv_be9e3569,agt_119,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",33,Frustrated
int_3ecb6f71,inv_0be56430,agt_113,2025-10-15,Converted,"[""Need to ask family"", ""Past returns negative""]",952,Trusting
int_f0e5d0f4,inv_f77f774d,agt_101,2025-10-15,Converted,"[""Need to ask family"", ""Past returns negative""]",1065,Trusting
int_31ed244c,inv_2c7579f5,agt_105,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Past returns negative"", ""Send details on WhatsApp""]",551,Busy
int_fffa065a,inv_745f9762,agt_116,2025-10-15,Converted,"[""Income is irregular""]",923,Trusting
int_68e1e5b4,inv_da0a2396,agt_116,2025-10-15,Follow-Up,"[""EMI pressure"", ""Send details on WhatsApp""]",346,Confused
int_9eff5a64,inv_534eb59f,agt_117,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",37,Frustrated
int_0d5c6a3f,inv_35a42e45,agt_101,2025-10-15,Rejected,"[""Market is high""]",126,Skeptical
int_6b92ac4c,inv_ad70bd22,agt_116,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",547,Busy
int_e00a5e1b,inv_356904a8,agt_109,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",36,Frustrated
int_0896e092,inv_0013413b,agt_100,2025-10-15,Rejected,"[""Market is high""]",146,Annoyed
int_e3969d4d,inv_b175475b,agt_107,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",23,Frustrated
int_3e9655ec,inv_3fc774c3,agt_119,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",47,Frustrated
int_1abcd81d,inv_f78f5b25,agt_100,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",69,Firm
int_6ea05fb9,inv_a398fa24,agt_106,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",45,Frustrated
int_af341121,inv_72492dc3,agt_100,2025-10-15,Rejected,"[""Market is high""]",210,Firm
int_c8b6de77,inv_5cca2fc3,agt_104,2025-10-15,Rejected,"[""Market is high""]",63,Firm
int_d6531796,inv_b023fd42,agt_119,2025-10-15,Rejected,"[""Market is high""]",121,Firm
int_e0fb011e,inv_8ebba632,agt_118,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",32,Frustrated
int_87e1f809,inv_37a5098d,agt_111,2025-10-15,Rejected,"[""Competitor has zero commission""]",216,Firm
int_6a549133,inv_bf37f483,agt_113,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Past returns negative"", ""Send details on WhatsApp""]",481,Confused
int_dac7c97c,inv_3672b20b,agt_111,2025-10-15,Rejected,"[""Need to ask family""]",225,Annoyed
int_518d65fc,inv_6749cd75,agt_117,2025-10-15,Rejected,"[""Need to ask family"", ""Past returns negative""]",107,Skeptical
int_8a2b8a15,inv_64fc29f6,agt_111,2025-10-15,Rejected,"[""Competitor has zero commission""]",160,Firm
int_07f6af0c,inv_25d2e763,agt_103,2025-10-15,Rejected,"[""Competitor has zero commission""]",219,Annoyed
int_dcee3f5e,inv_0d8db7ea,agt_106,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",317,Curious
int_3d909b89,inv_2efbe2ce,agt_101,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",237,Annoyed
int_684d05d6,inv_d4d534de,agt_104,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",588,Busy
int_ba27e000,inv_3e8e71cf,agt_111,2025-10-15,Rejected,"[""Competitor has zero commission""]",229,Firm
int_9484b2d6,inv_46c064dc,agt_114,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",20,Frustrated
int_3203dcfd,inv_8305b370,agt_109,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",269,Busy
int_4329b32c,inv_596472b2,agt_102,2025-10-15,Converted,"[""Need liquidity for business"", ""Past returns negative""]",476,Relieved
int_24d294e0,inv_ba4857d5,agt_112,2025-10-15,Rejected,"[""Competitor has zero commission""]",171,Annoyed
int_d4addbc4,inv_88f73ae8,agt_104,2025-10-15,Rejected,"[""Competitor has zero commission""]",135,Firm
int_00d1295e,inv_a1e0b889,agt_114,2025-10-15,Follow-Up,"[""Pocket money issue"", ""Send details on WhatsApp""]",477,Busy
int_35ce93db,inv_68de66d0,agt_111,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",44,Frustrated
int_8dd8839a,inv_754b2655,agt_116,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",539,Curious
int_e9d48544,inv_9b4932bf,agt_116,2025-10-15,Converted,"[""Initial hesitation resolved""]",1120,Relieved
int_36000b35,inv_d5a55af9,agt_104,2025-10-15,Rejected,"[""Market is high""]",155,Skeptical
int_342f5a0e,inv_9352cde0,agt_112,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",289,Busy
int_24d78cb7,inv_ed13f02c,agt_106,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",38,Frustrated
int_20aed2f6,inv_744d4e49,agt_108,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",255,Busy
int_fd92333e,inv_3b5a8255,agt_111,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",20,Frustrated
int_4cc9b8d4,inv_410ea88e,agt_114,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Past returns negative"", ""Send details on WhatsApp""]",262,Confused
int_72e2c18b,inv_988538c4,agt_115,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",49,Frustrated
int_b810139a,inv_32dd68be,agt_113,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",30,Frustrated
int_78ecd34a,inv_65476323,agt_113,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",27,Frustrated
int_d9c463f5,inv_174d3a61,agt_100,2025-10-15,Rejected,"[""Competitor has zero commission""]",170,Skeptical
int_8c223e89,inv_6a26064f,agt_116,2025-10-15,Rejected,"[""Competitor has zero commission""]",63,Skeptical
int_61e6238e,inv_8add93b6,agt_104,2025-10-15,Rejected,"[""Need to ask family"", ""Past returns negative""]",220,Skeptical
int_00457b48,inv_8b56de36,agt_110,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",57,Frustrated
int_799c1776,inv_fa28bf30,agt_119,2025-10-15,Rejected,"[""Competitor has zero commission"", ""Past returns negative""]",121,Annoyed
int_2dcf7911,inv_4ca00301,agt_100,2025-10-15,Rejected,"[""Competitor has zero commission""]",185,Annoyed
int_34916b5a,inv_17e8d42e,agt_107,2025-10-15,Rejected,"[""Competitor has zero commission"", ""Past returns negative""]",176,Annoyed
int_0160122d,inv_83a009c5,agt_118,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",457,Busy
int_588d8e56,inv_3165974c,agt_104,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",557,Busy
int_126fd5b7,inv_eb20169d,agt_117,2025-10-15,Follow-Up,"[""Market is high"", ""Past returns negative"", ""Send details on WhatsApp""]",595,Curious
int_9d813c8c,inv_cad0a024,agt_115,2025-10-15,Converted,"[""EMI pressure"", ""Past returns negative""]",959,Trusting
int_27b68133,inv_cc961703,agt_111,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",31,Frustrated
int_d6af19e3,inv_f8b1e7cd,agt_109,2025-10-15,Rejected,"[""Market is high""]",156,Firm
int_ce8057e4,inv_f82af2c0,agt_114,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",40,Frustrated
int_fe8bf934,inv_27e14acb,agt_101,2025-10-15,Converted,"[""Initial hesitation resolved""]",493,Trusting
int_eee7efbe,inv_14af9858,agt_115,2025-10-15,Converted,"[""EMI pressure""]",1117,Enthusiastic
int_ae038e04,inv_0c4d68b7,agt_107,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",32,Frustrated
int_599d6cb6,inv_05911ed8,agt_112,2025-10-15,Rejected,"[""Need liquidity for business""]",143,Firm
int_ceccef9a,inv_cb42e1f8,agt_106,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",58,Frustrated
int_e6fd2ab2,inv_8d3c02c4,agt_112,2025-10-15,Converted,"[""Competitor has zero commission""]",1032,Enthusiastic
int_bca45920,inv_ec792d67,agt_112,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",53,Frustrated
int_74665347,inv_d8e62d19,agt_114,2025-10-15,Follow-Up,"[""EMI pressure"", ""Send details on WhatsApp""]",578,Confused
int_8ed0c9c5,inv_13c120b5,agt_114,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",56,Frustrated
int_f438cbb9,inv_33992b78,agt_112,2025-10-15,Rejected,"[""Need liquidity for business""]",199,Firm
int_042d3f05,inv_5e802e89,agt_102,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",42,Frustrated
int_57878685,inv_898b53ee,agt_109,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",24,Frustrated
int_f6d508ad,inv_d37c62f2,agt_112,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",55,Frustrated
int_19456bf9,inv_7870bf71,agt_110,2025-10-15,Follow-Up,"[""EMI pressure"", ""Send details on WhatsApp""]",480,Busy
int_66f01d1f,inv_d71a4e8c,agt_110,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",37,Frustrated
int_dda56ab3,inv_dfccf2e1,agt_112,2025-10-15,Rejected,"[""Competitor has zero commission""]",132,Annoyed
int_bbc9cea3,inv_182937e0,agt_110,2025-10-15,Rejected,"[""Competitor has zero commission""]",95,Firm
int_45a590a1,inv_2ab5c74f,agt_103,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",456,Busy
int_0246c1ae,inv_6fac693d,agt_107,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",468,Busy
int_bc918d57,inv_135cc91d,agt_111,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",23,Frustrated
int_b0addd2d,inv_52aa96ec,agt_117,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",218,Busy
int_312f1451,inv_27b7cb19,agt_116,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Past returns negative"", ""Send details on WhatsApp""]",349,Busy
int_93038935,inv_5b354c0d,agt_109,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",160,Firm
int_a0d76f73,inv_7f82e0a4,agt_100,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",32,Frustrated
int_a58824f5,inv_af4b5412,agt_119,2025-10-15,Rejected,"[""EMI pressure"", ""Past returns negative""]",227,Annoyed
int_6c27cfa7,inv_56eb72db,agt_109,2025-10-15,Converted,"[""Need to ask family""]",1053,Enthusiastic
int_63600d6a,inv_76b3ae69,agt_119,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",40,Frustrated
int_13b6f7e2,inv_c1580e3a,agt_117,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",50,Frustrated
int_3604df8f,inv_5c6dd3ac,agt_101,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",39,Frustrated
int_08fc9e39,inv_38e18de1,agt_108,2025-10-15,Converted,"[""Market is high"", ""Past returns negative""]",719,Enthusiastic
int_0ff59ec7,inv_7d562ca0,agt_110,2025-10-15,Converted,"[""Need liquidity for business"", ""Past returns negative""]",1117,Relieved
int_f155d90c,inv_78255f96,agt_113,2025-10-15,Converted,"[""Initial hesitation resolved""]",465,Enthusiastic
int_3419d43c,inv_98eafb23,agt_118,2025-10-15,Rejected,"[""Competitor has zero commission""]",156,Annoyed
int_b73f9e44,inv_2f98234e,agt_102,2025-10-15,Follow-Up,"[""Need to ask family"", ""Past returns negative"", ""Send details on WhatsApp""]",417,Confused
int_84c8f2ad,inv_080dca27,agt_104,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",83,Firm
int_0ee7aa06,inv_779a991d,agt_100,2025-10-15,Rejected,"[""Competitor has zero commission""]",68,Skeptical
int_2000b1e5,inv_3be2d4e9,agt_119,2025-10-15,Rejected,"[""Competitor has zero commission""]",92,Annoyed
int_d9cd5595,inv_5df88e88,agt_113,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",41,Frustrated
int_ff8a7a2a,inv_989dc8ae,agt_115,2025-10-15,Rejected,"[""Competitor has zero commission"", ""Past returns negative""]",185,Skeptical
int_de0c572b,inv_582b2e44,agt_104,2025-10-15,Rejected,"[""Income is irregular""]",78,Skeptical
int_afef1893,inv_5fa197c0,agt_110,2025-10-15,Follow-Up,"[""Market is high"", ""Past returns negative"", ""Send details on WhatsApp""]",490,Curious
int_f0716530,inv_e4088efc,agt_100,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",34,Frustrated
int_80e993b5,inv_944dbe22,agt_104,2025-10-15,Follow-Up,"[""EMI pressure"", ""Past returns negative"", ""Send details on WhatsApp""]",446,Busy
int_bfedeae3,inv_393abeec,agt_106,2025-10-15,Rejected,"[""Market is high""]",225,Skeptical
int_e5be247a,inv_a32e9183,agt_100,2025-10-15,Converted,"[""Initial hesitation resolved""]",1021,Enthusiastic
int_40edf327,inv_5e381e22,agt_101,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",314,Curious
int_e3dd1896,inv_ce2c8724,agt_104,2025-10-15,Converted,"[""Initial hesitation resolved""]",1151,Enthusiastic
int_5f1ccecb,inv_e5f99709,agt_106,2025-10-15,Converted,"[""Initial hesitation resolved""]",1126,Trusting
int_549b8ae1,inv_0a71d7e8,agt_102,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",29,Frustrated
int_e2d243a0,inv_2038e20e,agt_113,2025-10-15,Converted,"[""Competitor has zero commission"", ""Past returns negative""]",953,Trusting
int_fa56b0b4,inv_c98f75c7,agt_110,2025-10-15,Rejected,"[""Income is irregular""]",99,Annoyed
int_051c5d81,inv_7cdc3cd8,agt_113,2025-10-15,Rejected,"[""EMI pressure""]",208,Skeptical
int_0ce0fd5e,inv_762ebea8,agt_114,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",40,Frustrated
int_0815d391,inv_39f27d34,agt_112,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",24,Frustrated
int_c1cd095a,inv_83941bba,agt_112,2025-10-15,Rejected,"[""Need liquidity for business"", ""Past returns negative""]",125,Skeptical
int_d5d040e7,inv_8b604368,agt_111,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",74,Firm
int_ce0ce7f7,inv_de9ec20f,agt_117,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",412,Confused
int_44d2e7be,inv_4dbc50a4,agt_118,2025-10-15,Rejected,"[""Need to ask family""]",145,Skeptical
int_e8b396a6,inv_f670e952,agt_102,2025-10-15,Rejected,"[""Too risky for my age"", ""Past returns negative""]",202,Annoyed
int_34215ee9,inv_93aa73f2,agt_109,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",28,Frustrated
int_a6df47f0,inv_0f0c9206,agt_114,2025-10-15,Converted,"[""Initial hesitation resolved""]",762,Enthusiastic
int_e6db8595,inv_d6f6a645,agt_104,2025-10-15,Rejected,"[""Market is high""]",103,Skeptical
int_a8a85057,inv_852720b3,agt_108,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",56,Frustrated
int_b5faa74f,inv_3aa02d79,agt_103,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",573,Confused
int_0d9f7ccd,inv_2e6b5d29,agt_103,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",56,Frustrated
int_ea4b2a01,inv_61b96d08,agt_119,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",29,Frustrated
int_26f37238,inv_368816ae,agt_101,2025-10-15,Rejected,"[""EMI pressure""]",101,Skeptical
int_889645e2,inv_78dc9169,agt_117,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Past returns negative"", ""Send details on WhatsApp""]",425,Confused
int_e2720d95,inv_acb7f414,agt_103,2025-10-15,Follow-Up,"[""Income is irregular"", ""Past returns negative"", ""Send details on WhatsApp""]",579,Busy
int_c05dede8,inv_40d3f057,agt_111,2025-10-15,Follow-Up,"[""Need liquidity for business"", ""Send details on WhatsApp""]",198,Confused
int_bbd2c5c5,inv_bc8bb98e,agt_109,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",27,Frustrated
int_c471057a,inv_4a63d340,agt_100,2025-10-15,Follow-Up,"[""Pocket money issue"", ""Past returns negative"", ""Send details on WhatsApp""]",316,Curious
int_51ce9d4c,inv_a5f35508,agt_108,2025-10-15,Converted,"[""Initial hesitation resolved""]",575,Relieved
int_ffa5ef0f,inv_167d47b0,agt_107,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",471,Busy
int_e710b0cc,inv_99e77645,agt_111,2025-10-15,Follow-Up,"[""Income is irregular"", ""Past returns negative"", ""Send details on WhatsApp""]",367,Curious
int_cbcefd88,inv_b287d50d,agt_101,2025-10-15,Rejected,"[""Competitor has zero commission""]",155,Skeptical
int_9eb2f7d5,inv_a2727616,agt_105,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",39,Frustrated
int_07dec177,inv_f1c00f67,agt_105,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",58,Frustrated
int_23af789d,inv_0b33a686,agt_100,2025-10-15,Converted,"[""Initial hesitation resolved""]",917,Relieved
int_7c2bffeb,inv_c7ed9e76,agt_119,2025-10-15,Converted,"[""Initial hesitation resolved""]",504,Enthusiastic
int_adee64ff,inv_e6b902f6,agt_102,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",115,Firm
int_d54614df,inv_80780b02,agt_104,2025-10-15,Rejected,"[""Need to ask family"", ""Past returns negative""]",222,Skeptical
int_695f643a,inv_b6d55a16,agt_101,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",192,Confused
int_9dddeb4f,inv_7a7652fc,agt_111,2025-10-15,Converted,"[""Need to ask family""]",652,Relieved
int_a6858dca,inv_31dc7134,agt_115,2025-10-15,Converted,"[""Need liquidity for business""]",1131,Enthusiastic
int_cd7e0e57,inv_f48c3b52,agt_105,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",411,Curious
int_c227b5d0,inv_03680270,agt_113,2025-10-15,Rejected,"[""EMI pressure"", ""Past returns negative""]",122,Firm
int_308e915c,inv_d7a59a30,agt_114,2025-10-15,Converted,"[""Initial hesitation resolved""]",876,Enthusiastic
int_862a9064,inv_c7d5fc91,agt_104,2025-10-15,Rejected,"[""Need to ask family""]",197,Annoyed
int_334b3d6e,inv_2fd7eaa9,agt_100,2025-10-15,Follow-Up,"[""EMI pressure"", ""Send details on WhatsApp""]",513,Confused
int_57541f44,inv_6f6fd797,agt_107,2025-10-15,Rejected,"[""Pocket money issue""]",174,Firm
int_f5b79bcc,inv_94bdf7a1,agt_116,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",51,Frustrated
int_2421ab82,inv_c700fd1e,agt_113,2025-10-15,Rejected,"[""Competitor has zero commission"", ""Past returns negative""]",208,Firm
int_85243c74,inv_f5618b9e,agt_114,2025-10-15,Rejected,"[""Competitor has zero commission""]",132,Skeptical
int_d7a44d27,inv_bb616f41,agt_111,2025-10-15,Rejected,"[""Market is high""]",84,Skeptical
int_1270e653,inv_8df40a82,agt_108,2025-10-15,Follow-Up,"[""Need to ask family"", ""Past returns negative"", ""Send details on WhatsApp""]",458,Confused
int_1bb1591d,inv_54cb99a3,agt_113,2025-10-15,Follow-Up,"[""EMI pressure"", ""Past returns negative"", ""Send details on WhatsApp""]",553,Busy
int_f6a5016b,inv_dce06859,agt_116,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",29,Frustrated
int_848045f9,inv_a445d15f,agt_112,2025-10-15,Converted,"[""Initial hesitation resolved""]",935,Enthusiastic
int_bcfb5dbd,inv_f88dcd35,agt_111,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",47,Frustrated
int_9851bed5,inv_9b6bf526,agt_113,2025-10-15,Converted,"[""Need to ask family""]",763,Enthusiastic
int_70641c61,inv_29b6e01c,agt_102,2025-10-15,Rejected,"[""Need liquidity for business""]",100,Firm
int_af593304,inv_7ac68165,agt_115,2025-10-15,Converted,"[""Initial hesitation resolved""]",1019,Relieved
int_0cfc9854,inv_a7464f1f,agt_100,2025-10-15,Rejected,"[""Market is high""]",82,Skeptical
int_23bccedd,inv_21aae48b,agt_117,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",412,Busy
int_400bd2c1,inv_26a12d7f,agt_109,2025-10-15,Follow-Up,"[""Income is irregular"", ""Past returns negative"", ""Send details on WhatsApp""]",553,Confused
int_67361582,inv_eeed2aff,agt_105,2025-10-15,Follow-Up,"[""Need liquidity for business"", ""Send details on WhatsApp""]",591,Busy
int_53b5aa62,inv_1601b54e,agt_109,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",554,Busy
int_27bcca76,inv_95784fac,agt_106,2025-10-15,Rejected,"[""EMI pressure"", ""Past returns negative""]",182,Annoyed
int_c3435e6c,inv_b63242e9,agt_111,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",219,Curious
int_e651c523,inv_402ea893,agt_110,2025-10-15,Converted,"[""EMI pressure""]",1026,Relieved
int_42dd5272,inv_79f41d87,agt_112,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",277,Busy
int_0c648a15,inv_3be7c6a7,agt_115,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",44,Frustrated
int_e0669ffa,inv_ef380f0b,agt_113,2025-10-15,Converted,"[""Competitor has zero commission""]",849,Trusting
int_ce8b4a2e,inv_df573a7b,agt_119,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",501,Busy
int_be2a4522,inv_f9e744c1,agt_116,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",32,Frustrated
int_66fd3978,inv_5ccebb10,agt_113,2025-10-15,Follow-Up,"[""Need to ask family"", ""Past returns negative"", ""Send details on WhatsApp""]",360,Curious
int_3c32c403,inv_b5eb33c3,agt_112,2025-10-15,Converted,"[""Initial hesitation resolved""]",487,Trusting
int_ceeb70b9,inv_922d5532,agt_107,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Past returns negative"", ""Send details on WhatsApp""]",189,Curious
int_6becd234,inv_45e64928,agt_112,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",48,Frustrated
int_96ee1652,inv_e4a13755,agt_111,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",41,Frustrated
int_0a8862a9,inv_8b9df459,agt_118,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",21,Frustrated
int_07d77da9,inv_868602aa,agt_115,2025-10-15,Converted,"[""Need to ask family""]",787,Enthusiastic
int_3e0a357a,inv_59bf1ac0,agt_104,2025-10-15,Converted,"[""Market is high""]",625,Enthusiastic
int_c9c26fb5,inv_fa95b429,agt_100,2025-10-15,Follow-Up,"[""Need to ask family"", ""Past returns negative"", ""Send details on WhatsApp""]",389,Confused
int_1774834f,inv_f8b19a47,agt_117,2025-10-15,Converted,"[""Initial hesitation resolved""]",1198,Enthusiastic
int_a01c17af,inv_db26b162,agt_102,2025-10-15,Rejected,"[""Competitor has zero commission""]",216,Firm
int_67e40da5,inv_38e23ffe,agt_112,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",48,Frustrated
int_63822372,inv_6d48b821,agt_114,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",32,Frustrated
int_e8e047f7,inv_374a1872,agt_110,2025-10-15,Converted,"[""Initial hesitation resolved""]",953,Enthusiastic
int_4d8e10b3,inv_feb567ae,agt_101,2025-10-15,Converted,"[""Initial hesitation resolved""]",1065,Trusting
int_a85caedf,inv_da565700,agt_111,2025-10-15,Rejected,"[""Need to ask family"", ""Past returns negative""]",137,Skeptical
int_03a33269,inv_9f2f4b0e,agt_110,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",22,Frustrated
int_939815d0,inv_bf4cf16b,agt_119,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",446,Busy
int_183c810e,inv_ee8e57ac,agt_107,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",28,Frustrated
int_bb3bf14d,inv_a0db0dc6,agt_115,2025-10-15,Follow-Up,"[""Market is high"", ""Past returns negative"", ""Send details on WhatsApp""]",588,Busy
int_386d2e6c,inv_b9bf1bd7,agt_106,2025-10-15,Converted,"[""Competitor has zero commission"", ""Past returns negative""]",972,Enthusiastic
int_bd8f84f9,inv_3ce8b233,agt_109,2025-10-15,Rejected,"[""Need to ask family""]",206,Firm
